publication,author,date,unit_deny_reason,reason,"note_on_sourcing:_i_got_this_information_through_a_request_to_the_tdcj_public_information_office,_received_10/14/2022.",year,month,day,state_arc
"OH, MY SWEET ALIEN","MIYATA, KOUJI",2018-04-23,AGES 223 AND 233 CONTAIN SEXUALLY EXPLICIT IMAGES,PGS 223 & 233 SEXUALLY EXPLCIT IMAGES,,2018,4,23,tx
OIL PAINTING TECHNIQUES,"JONES, PATRICK",2016-02-29,"PAGES 14, 23, 160, 161, & 173-178 SEXUALLY EXPLICIT IMAGES","PGS 14023, 160, 161 & 173-178 SEXUALLY EXPLICIT IMAGES",,2016,2,29,tx
OINK HEAVEN'S BUTCHER 3,"MUELLER, JOHN",2019-01-04,"PAGES 7, 15, & 22 SEI","PGS 7, 15 & 22 SEXUALLY EXPLICIT IMAGES",,2019,1,4,tx
OKLAHOMA CITY,"GUMBEL, ANDREW",2014-11-05,"G.13,17,19,21,22,23 MANUFACTURE OF A BOMB","PGS 13, 17, 19, 21, 22 & 23 MFG EXP",,2014,11,5,tx
OLD BOY V1,"TSUCHIYA, GARON",2007-06-07,REASON F,PG 74 SEXUALLY EXPLICIT IMAGE,,2007,6,7,tx
OLD BOY V2,"TSUCHIYA, GARON",2014-06-18,PAGES 146-147 CONTAIN SEXUALLY EXPLICIT IMAGES,PGS 146 & 147 SEXUALLY EXPLICIT IMAGES,,2014,6,18,tx
OLD BOY V3,"TSUCHIYA, GARON",2016-12-08,"PAGES;64,207,208 SEXUALLY EXPLICIT IMAGES","PGS 64, 207 & 208 SEXUALLY EXPLICIT IMAGES",,2016,12,8,tx
OLD BOY V4,"TSUCHIYA, GARON",2016-12-08,PAGE 7 SEXUALLY EXPLICIT IMAGE,PG 7 SEXUALLY EXPLICIT IMAGE,,2016,12,8,tx
OLD FLAMES,"KETCHUM, JACK",2008-06-04,PAGE: 193 RAPE,PG 193 RAPE,,2008,6,4,tx
OLD HABITS DIE HARD,RISK,2016-03-15,"PGS 56-57,142,260,280 SEXUALLY EPLICIT IMAGES","PGS 56, 57, 142, 260 & 280 SEXUALLY EXPLICIT IMAGES",,2016,3,15,tx
OLD SCHOOL BOXING FITNESS,"DUMAS, ANDY",2013-12-11,ENTIRE BOOK FIGHT TECHNIQUES,ENTIRE BOOK OFF/DEF FIGHTING TECHNIQUES,,2013,12,11,tx
OLD SCHOOL GAME V1,"ELLISON, MARVIN",2012-04-11,PG 3 SEX MNR,PAGES: 15 & 16 RAPE OF A MINOR,,2012,4,11,tx
OLD SCHOOL GAME V2: MASTER PLAYER,"ELLISON, MARVIN",2012-04-11,PG 7 RAPE,PG 7 RAPE,,2012,4,11,tx
OLD WORLD BESTIARY,NONE,2010-09-17,PAGE 99 CONTAINS SEXUALLY EXPLICIT IMAGES.,PAGE: 99 SEI,,2010,9,17,tx
OLD-SCHOOL IRONS-ONS,NONE,2020-09-29,NTIRE BOOK CONTAINS IRON-ON TRANSFERS,,,2020,9,29,tx
OLIVIA'S CHEESECAKE CHRONICLES #1,"DE BERARDINIS, OLIVIA",2007-12-13,"PAGES: 8, 13 & 15 SEI","PGS 8, 13 & 15 SEXUALLY EXPLICIT IMAGES",,2007,12,13,tx
OLYMPIA READER,"GIRODIAS, MAURICE",2006-10-03,PAGES: 331 & 332 SEX MNR (AGE PG 329),PGS 331 & 332 SEX W/MINOR (AGE PG 329),,2006,10,3,tx
OMAMORI HIMARI N1,"MATRA, MILAN",2014-07-30,G.124 CONTAINS SEXUALLY EXPLICIT IMAGES,PG 124 SEXUALLY EXPLICIT IMAGE,,2014,7,30,tx
OMAMORI HIMARI N9,"MATRA, MILAN",2012-11-27,"PAGES 25/26, 118-120 & 123 SEXUALLY EXPLICIT IMAGES","PGS 25, 26, 118, 119, 120 & 123 SEXUALLY EXPLICIT IMAGES",,2012,11,27,tx
OMAMORI HIMARI V0,"MATRA, MILAN",2018-09-14,"PAGE 2, 6, 7, 8 & 24 SEXUALLY EXPLICIT IMAGES","PGS 2, 6, 7, 8 & 24 SEI",,2018,9,14,tx
OMAMORI HIMARI V10,"MATRA, MILAN",2018-09-14,PAGES 2 AND 123 SEXUALLY EXPLICIT IMAGES,PG 123 SEI,,2018,9,14,tx
OMAMORI HIMARI V11,"MATRA, MILAN",2018-09-14,"PAGES 17, 18, 32, 36, & 80 SEXUALLY EXPLICIT IMAGES","PGS 17, 18, 32, 36 & 80 SEI",,2018,9,14,tx
OMAMORI HIMARI V12,"MATRA, MILAN",2018-09-14,"PAGES 162, 163, 164, 165, & 166 SEXUALLY EXPLICIT IMAGES","PGS 162, 163, 164, 165 & 166 SEI",,2018,9,14,tx
OMAMORI HIMARI V5,"MATRA, MILAN",2014-03-04,AGE 1 CONTAINS SEXUALLY EXPLICIT IMAGE.,PG 1 SEI,,2014,3,4,tx
OMAMORI HIMARI V6,"MATRA, MILAN",2018-09-14,PAGES 47 & 48 SEXUALLY EXPLICIT IMAGES,PGS 47 & 48 SEI,,2018,9,14,tx
OMAMORI HIMARI V7,"MATRA, MILAN",2018-09-14,"PAGES 16, 37, 91, 133 & 134 SEXUALLY EXPLICIT IMAGES","PGS 37, 91, 133 & 134 SEI",,2018,9,14,tx
"OMEGA SANCTION,THE","DALTON, JOE",2014-05-12,AGES 11 & 12 CONTAIN RAPE,PGS 11 & 12 RAPE,,2014,5,12,tx
ON A BED OF RICE AN ASIAN AMERICAN EROTIC FEAST,"KUDAKA, GERALDINE",2000-10-13,PAGE: 190 INC FTR/SON,PG 190 INCEST (FTR/SON),,2000,10,13,tx
ON BEING RAPED,"DOUGLAS, RAYMOND",2021-11-18,"PAGES 8, 9, 19, 21 RAPE",PAGE 21 CONTAINS RAPE,,2021,11,18,tx
ON BLACK SISTERS STREET,"UNIGWE, CHIKA",2013-05-14,PAGES 163/164 RAPE,PGS 163 & 164 RAPE,,2013,5,14,tx
ON ICE,"RAMUS, DAVID",2001-12-14,PAGES: 102 RAPE,PG 102 RAPE,,2001,12,14,tx
ON LOCATION 2,"HELLMANN, CLAUDIA",2014-02-04,AGE 54 CONTAINS SEXUALLY EXPLICIT IMAGE,PG 54 SEXUALLY EXPLICIT IMAGES,,2014,2,4,tx
ON LYNCHINGS,"WELLS-BARNETT, IDA",2021-04-15,"AGES 38, 144, 148 RACIAL SLURS",PAGES 144 & 148 RACIAL,,2021,4,15,tx
ON THE EDGE /2017 CALENDAR,"PALESTINE, JACK",2017-02-27,OVER AND THE MONTH OF MARCH CONTAIN SEXUALLY EXPLICIT IMAGES,PGS 1 & 6 CONTAIN SEXUALLY EXPLICIT IMAGES,,2017,2,27,tx
ON THE EDGE: BREAKING THE BOUNDARIES OF GRAPHICS,"FISHLER, KAREN",2020-02-24,PAGE 185 NUDE CHILD,PAGE 185 CONTAINS A PHOTO OF A NUDE CHILD,,2020,2,24,tx
ON THE LINE: NEW GAY FICTION,"YOUNG, IAN",2010-05-06,PAGES 132 AND 133 CONTAIN RAPE,PGS 132 & 133 RAPE,,2010,5,6,tx
ON THE SAFE EDGE,"JACQUES, TREVOR",2020-04-20,"AGES 60, 61, 62 SEXUALLY EXPLICIT IAMGES",PAGES: 60-62 SEXUALLY EXPLICIT IMAGES,,2020,4,20,tx
ON THE WAY TO WOODSTOCK,"DAVENPORT, SHERI",2004-12-17,PAGE: 141 RAPE,PG 141 RAPE,,2004,12,17,tx
ONCE UPON A TIME IN COMPTON,"BRENNAN, TIMOTHY",2019-01-07,"PGS 23, 25 & 113 STG RELATED MATERIAL","PGS 23, 25 & 113 STG RELATED MATERIAL",,2019,1,7,tx
ONE AMONG US,"DEARTH, PAIGE",2020-06-01,AGES 23-25 RAPE OF A MINOR; AGE ON PAGE 1,PAGES 24 & 25 RAPE OF AMINOR AGE PAGE 1,,2020,6,1,tx
ONE CHILD,"HAYDEN, TOREY L.",2017-06-16,"PAGE 215 RAPE, PAGE 217 INDECENCY WITH A CHILD, PAGE 192 AGE OF CHILD",PG 215 RAPE; 217 IND W/CHILD (AGE PG 192),,2017,6,16,tx
ONE DEAD PREACHER,"LINDSAY, TONY",2007-08-17,PAGE: 55 INC FTR/DTR (RELATIONSHIP ON PG 146),PG 55 INCEST (FTR/DTR),,2007,8,17,tx
"ONE HOUR ORGASM HOW TO LEARN THE AMAZING ""VENUS","SCHWARTZ, BOB",2006-09-29,REASON F,"PGS 104, 107, 108, 110, 111 & 130 SEXUALLY EXPLICIT IMAGES",,2006,9,29,tx
ONE HUNDRED & THIRTY-SIX SCARS (THE DEVIL'S,"JONES, AMO",2022-04-22,PG 21 & 22 INDECENCY WITH A CHILD (AGE ON PG 18),PAGES 21 & 22 INDECENCY WITH A CHILD,,2022,4,22,tx
ONE HUNDRED GREAT PAINTINGS,"GOVIER, LOUISE",2015-09-16,"PAGE5,97,101,107,162 SEI,PAGE73,85,93 NUDE CHILD D","PGS 73, 85 & 93 IMAGES OF NUDE CHILD",,2015,9,16,tx
ONE MILLION TATTOOS DESIGNS TO CREATE AND COLOR,"YI, JIAN",2013-03-20,"REASON F: PGS. 65,67,68,75-77, 123- SEXUALLY EXPLICIT IMAGES","PAGES 65, 67, 68, 75-77, & 123 SEXUALLY EXPLICIT IMAGES",,2013,3,20,tx
ONE MORE FOR THE PEOPLE,"GROVER, MARTHA",2019-03-27,PG 95 SEXUALLY EXPLICIT IMAGE,,,2019,3,27,tx
ONE NIGHT STAND,"BANKS, KENDALL",2011-09-01,GS. 97-101 DETAILED RAPE OF A MINOR,PAGES: 99 & 100 RAPE OF A MINOR,,2011,9,1,tx
ONE PEOPLE MANY JOURNEYS,NONE,2006-11-30,REASON F,PG 7 NUDE CHILD,,2006,11,30,tx
ONE PERCENT,"UPRIGHT, MICHAEL H.",2007-11-20,RSN F: PAGE: 76 SEI,,,2007,11,20,tx
ONE PUNCH MAN 21,ONE,2021-09-28,"PAGES 144, 162, 163, 164 SEXUALLY EXPLICIT IMAGES","PAGES 144, 162, 163 & 164 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,9,28,tx
ONE RAINY NIGHT,"LAYMON, RICHARD",2001-06-25,PAGES: 132 & 329 RAPE,PGS 132 & 329 RAPE,,2001,6,25,tx
ONE STEP AHEAD,"SALLY, DAVID",2022-02-17,ENTIRE BOOK MANIPULATION TECHNIQUES,ENTIRE BOOK CONTAINS MANIPUATION TECHNIQUES- SECURITY CONCERN,,2022,2,17,tx
ONE TO COUNT CADENCE,"CRUMLEY, JAMES",2014-06-11,"PAGES 65, 66, & 67 INDECENCY WITH CHILD","PGS 65, 66 & 67 IND W/CHILD",,2014,6,11,tx
ONE WOMAN 100 FACES,"TOLOT, FRANCESCA",2018-05-10,"PAGES 55, 137, 149, 152, 158 AND 172 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 55, 137, 149, 152, 158 & 172 CONTAIN SEXUALLY EXPLICIT IMAGES",,2018,5,10,tx
ONEGAI TWINS,AKIKAN,2013-10-29,PAGE 39 CONTAINS SEXUALLY EXPLICIT INAMGES,PG 39 SEXUALLY EXPLICIT IMAGE,,2013,10,29,tx
"ONION PRESENTS EMBEDDED IN AMERICA, THE","KOLB, CAROL",2014-08-01,AGES 249 AND 251 SEI,PGS 249 & 251 SEXUALLY EXPLLICIT IMAGES,,2014,8,1,tx
"ONION, THE","EGGERS, DAVE",2014-06-06,AGES 134 AND 170 SEI,PAGE 170 CONTAINS SEXUALLY EXPLICIT PHOTOS,,2014,6,6,tx
"ONLY GOOD LAWYER, THE","HEALY, JEREMIAH",1999-11-16,PAGE: 21 RCL --- GUAJARDO UNIT NEEDS TO REVIEW,,,1999,11,16,tx
ONLY SKIN DEEP,"FUSCO, COCO",2010-08-09,"G. 169, 180-181, 195, 221, 243 - SEXUALLY EXPLICIT IMAGES","PAGES: 169, 180, 181, 195,221 & 243 SEI",,2010,8,9,tx
OPEN ALL NIGHT,"MILLER, KEN",2002-01-23,PAGE: 45 PHOTO OF NUDE CHILD,PG 45 NUDE CHILD,,2002,1,23,tx
"OPEN DAYBOOK, THE","EARLE, DAVID",2013-11-29,"PAGE 7, 257, 264 SEI",PAGES 15 265 & 272 SEXUALLY EXPLICIT IMAGES,,2013,11,29,tx
OPEN SOURCE INTELLIGENCE TECHNIQUES 8TH ED.,"BAZZELL, MICHAEL",2021-03-24,PAGE 177 HOW TO HIDE YOUR IDENTITY; PAGE 209 HOW TO HACK COMPUTER ACC TOUNTS; PAGE 245 HOW TO BE DECEPTIVE,"PAGES 177, 209 & 245 FRAUDULENT ACTIVITY",,2021,3,24,tx
"OPENING OF THE THIRD EYE, THE","BAKER, DOUGLAS",2021-07-09,PAGE 99 SEXUALLY EXPLICIT IMAGES,PAGE 99 CONTAINS A SEXUALLY EXPLICIT IMAGE,,2021,7,9,tx
OPENING TO SPIRIT,"AREWA, CAROLINE",2014-06-03,EASON F: PG. 171 CONTAINS SEXUALLY EXPLICIT IMAGES,PG 171 SEXUALLY EXPLICIT IMAGE,,2014,6,3,tx
OPIUM,"MORAES, FRANCIS",2008-12-26,ENTIRE BOOK CONTAINS INFORMATION REGARDING THE MANUFACTURE OF DRUGS.,PAGE 78 SEXUALLY EXPLICIT IMAGE,,2008,12,26,tx
OPIUM,"BOOTH, MARTIN",2019-06-18,PGS 234-236 HOW TO HIDE & SMUGGLE ILLEGAL SUBSTANCES,PGS 234-236 HOW TO SMUGGLE ILLEGAL SUBSTANCES/DRUGS/CONTRABAND,,2019,6,18,tx
OPIUM FOR THE MASSES,"HOGSHIRE, JIM",2010-09-21,GS. 76-94 CONTAINS HOW TO MANUFACTURE DRUGS,PAGES: 76-94 HOW TO MANUFACTURE DRUGS,,2010,9,21,tx
OPTICAL ILLUSIONS,"BAARS, PAUL",2016-08-12,PAGE 158 & 159 SEXUALLY EXPLICIT IMAGES,PGS 158 & 159 SEXUALLY EXPLICIT IMAGES,,2016,8,12,tx
OPTOELECTRONICS V2 INTERMEDIATE STUDY,,2004-09-23,BOOKS OF THIS NATURE COULD CAUSE SECURITY PROBLEMS IF DISTRIBUTED ON UITS,SEE ABOVE,,2004,9,23,tx
ORACLE9I PS/SQL PROGRAMMING,"URMAN, SCOTT",2022-01-13,ENTIRE BOOK SECURITY CONCERNS COMPUTER HACKING,ENTIRE BOOK CONTAINS SECURITY CONCERNS,,2022,1,13,tx
ORAL SEX FOR EVERYBODY,"ROBBINS, TINA",2017-09-12,AGES 100-101 CONTAINS SEXUALLY EXPLICIT IMAGES,PGS 100 & 101 SEXUALLY EXPLICIT IMAGES,,2017,9,12,tx
ORAL SEX HE'LL NEVER FORGET,"BORG, SONIA",2011-05-04,"AGES 9,12,19,27,29,33,35 SEXUALLY EXPLICIT IMAGES","PAGES: 27, 29 & 35 SEI",,2011,5,4,tx
"ORAL SEX POSITION GUILD, THE","DUBBERLEY, EMILY",2018-03-22,"AGES 7,8,9,11 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 7, 8, 9, & 11 CONTAIN SEXUALLY EXPLICIT IMAGES",,2018,3,22,tx
ORAL SEX SHE'LL NEVER FORGET,"BORG, SONIA",2011-07-13,"PAGES 9, 14, 17, 25 & 35 CONTAIN SEI","PGS 9, 14, 17, 25 & 35 SEXUALLY EXPLICIT IMAGES",,2011,7,13,tx
ORAL SEX THAT'LL BLOW HER MIND,"KATZ, SHANNA",2014-01-30,PAGES 1-122 SEXUALLY EXPLICIT IMAGES,"PAGES 1, 3, 5 & 8 SEXUALLY EXPLICIT IMAGES",,2014,1,30,tx
ORANGE IS THE NEW BLACK: THE COOKBOOK,"KOHAN, JENJI",2018-09-14,AGE 172 CONTAINS HOW TO MAKE A LIGHTER,PG 172 HOW TO MAKE A LIGHTER,,2018,9,14,tx
ORANGES & SUNSHINE,"HUMPHREYS, MARGARET",2015-12-02,"PGS 205,245,248 CONTAIN INDECENY WITH A CHILD","PGS 205, 245 & 248 IND W/CHILD",,2015,12,2,tx
ORCHIDS,LESBIAN GODDESS,2018-12-14,"PAGES 11, 14, 15, 19 & 21 SEXUALLY EXPLICIT IMAGES","PGS 11, 14, 15, 19 & 21 SEXUALLY EXPLICIT IMAGES",,2018,12,14,tx
ORCHIDS AFRICAN AMERICAN LESBIAN EROTICA ONE NIGHT,THE LESBIAN GODDESS,2018-11-15,"1, 14, 15, 18, 19, & 21 SEXUALLY EXPLICIT IAMGES",,,2018,11,15,tx
ORDEAL,"LOVELACE, LINDA",2013-09-25,"PAGE 113 RAPE, PAGE 161 BST","PAGE: 113 BST, PAGE 161 RAPE",,2013,9,25,tx
OREIMO KURONEKO V1,"FUSHIMI, TSUKASA",2015-05-20,PAGE 82 CONTAINS SEXUALLY EXPLICIT IMAGES,PG 82 SEXUALLY EXPLICIT IMAGE,,2015,5,20,tx
ORGANIC MUSHROOM FARMING AND MYCOREMEDIATION,"COTTER, TRADD",2018-10-30,PAGE 143 MANUFACTURE OF ALCOHOL,PG 143 MFG ALC,,2018,10,30,tx
ORGANIZED CRIME,NONE,2022-04-07,AGE 147 HAND SIGNALS,,,2022,4,7,tx
ORGANIZED GAME,"GARLAND, WILLIE",2020-11-23,ENTIRE BOOK MANIPULATION & ENCOURAGES DIVIANT SEXUAL BEHAVIOR,ENTIRE BOOK CONTAINS MANIPULATION,,2020,11,23,tx
ORGASM,QUIVER,2018-01-18,G.4 CONTAINS SEXUALLY EXPLICIT IMAGAES,PG 4 SEXUALLY EXPLICIT IMAGE,,2018,1,18,tx
"ORGASM ANSWER GUIDE, THE","KOMISARUK, BARRY R",2013-10-16,PAGE 115 SEXUALLY EXPLICIT IMAGE,PG 115 SEXUALLY EXPLICIT IMAGE,,2013,10,16,tx
"ORGASM BIBLE, THE","BAKOS, SUSAN",2009-04-27,"PAGES 8, 27, 22 SEXUALLY EXPLICIT IMAGES","PAGES 8, 27 & 33 SEI",,2009,4,27,tx
ORGASM IN 5 MINUTES,"ROBBINS, TINA",2016-08-02,"GS 10,11,13,42,43,59 & 76 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 10, 11, 13, 42, 43, 59 & 76 SEXUALLY EXPLICIT IMAGES",,2016,8,2,tx
ORGASMO,"ROBBINS, TINA",2008-08-12,PAGES. 63 & 80 SEXUALLY EXPLICIT IMAGES,PGS 63 & 80 SEXUALLY EXPLICIT IMAGES,,2008,8,12,tx
"ORGASMS (HOW TO HAVE THEM, GIVE THEM, AND KEEP THE","PAGET, LOU",2005-08-24,"RSN F: PAGES: 86, 97, 100, 101/102 SEX EXP IMG","PGS 86, 97, 100, 101 & 102 SEXUALLY EXPLICIT IMAGES",,2005,8,24,tx
ORGASMS FOR TWO,"DODSON, BETTY",2022-05-02,"PGS 103, 105, 133, 137, 146, 179, 185, 198 & 219 SEXUALLY EXPLICIT IM AGES","PAGES 103, 105, 133, 137, 146, 179, 185, 198, & 219 CONTAIN SEXUALLY EXPLICIT IMAGES",,2022,5,2,tx
ORGASMS THAT WILL MAKE HER TOES CURL,"SWEET, LISA",2012-08-31,ENTIRE BOOKS CONTAINS SEXUALLY EXPLICIT IMAGES,"PAGES 10, 14, 20 & 23 CONTAIN SEXUALLY EXPLICIT IMAGES.",,2012,8,31,tx
"ORGINIAL JOHNSON, THE","VON EEDEN, TREVOR",2018-02-26,"PGS 34, 45, 46, 61, 92 & 93 CONTAIN SEXUALLY EXPLICI IMAGES","PGS 34, 45, 46, 61, 92 & 93 SEXUALLY EXPLICIT IMAGES",,2018,2,26,tx
ORGY ISLAND / MALIBU LOVENEST,"RYER, JAYE",2008-07-01,ORGY ISLAND--PAGES: 119-124 RAPE,PGS 119-124 RAPE,,2008,7,1,tx
ORIENTAL TATTOO ART,"YING, DU",2013-11-20,PAGES 65 AND 136 CONTAIN SEXUALLY EXPLICIT IMAGES.,PGS 65 & 136 SEXUALLY EXPLICIT IMAGES,,2013,11,20,tx
"ORIGIN OF RACES, THE","COON, CARLETON",2009-08-18,PG 88 PHOTO OF A NUDE CHILD,PG 88 NUDE CHILD,,2009,8,18,tx
ORIGINAL GANGSTER,"DAVIS, GREG ""BATMAN""",2013-07-24,ENTIRE BOOK CONTAINS STG RELATED INFORMATION,ENTIRE BOOK CONTAIN STG RELATED MATERIAL,,2013,7,24,tx
"ORIGINAL SUDOKU 2017 CALENDAR, THE",NIKOLI,2016-12-15,CONTAINS A HARD PLASTIC BACKING WHICH IF REMOVED WILL DESTROY THE BOOK,,,2016,12,15,tx
"ORIGINALS, THE","GIBBONS, DAVE",2019-04-04,PG 91 SEXUALLY EXPLICIT IMAGE,PAGE 97 CONTAINS SEXUALLY EXPLICIT IMAGES,,2019,4,4,tx
ORIGINS,"PALENCAR, JOHN",2016-11-09,"AGES 33,89,AND 99 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 33, 89 & 99 SEXUALLY EXPLICIT IMAGES",,2016,11,9,tx
"ORIGINS OF SEX, THE","DABHOIWALA, FARAMERZ",2014-12-30,"PGS. 21,239,345,346, AND 347 SEXUALLY EXPLICT IMAGES","PGS 21, 239, 345, 346 & 347 SEXUALLY EXPLICIT IMAGES",,2014,12,30,tx
"ORIGRAFIX FUN HOP,MOVE,FLY,PLAY","COACHAE, STUDIO",2018-07-10,ONTAINS 128 PAGES OF ORIGAMI PAPER,,,2018,7,10,tx
"ORLEANS COLLECTION, THE",NONE,2021-09-29,PAGES 61 & 125 SEXUALLY EXPLICIT IMAGE,PAGE 61 & 125 CONTAIN IMAGES OF NUDE CHILDREN,,2021,9,29,tx
ORNAMENTAL MOTIFS IN THE ART NOUVEAU STYLE,"KLINGER, JULIUS",2021-05-17,PAGE 38 & 48 SEXUALLY EXPLICIT IMAGES,PAGES 38 & 48 SEXUALLY EXPLICIT IMAGES,,2021,5,17,tx
OSCAR ROMERO AND THE COMMUNION OF THE SAINTS,"WRIGHT, SCOTT",2015-01-15,G 102 CONTAINS PICTURE OF A NUDE CHILD.,PG 102 NUDE CHILD,,2015,1,15,tx
OSRIC,NONE,2020-03-27,AGE: 220 SEXUALLY EXPLICIT IMAGE,PAGE: 220 SEXUALLY EXPLICIT IMAGE,,2020,3,27,tx
"OTAKU ENCYCLOPEDIA, THE","GALBRAITH, PATRICK W.",2017-08-14,G.37 CONTAINS SEXUALLY EXPLICIT IMAGES,PG 37 SEXUALLY EXPLICIT IMAGE,,2017,8,14,tx
OTHER HOLLYWOOD: THE UNCENSORED ORAL HISTORY,"MCNEIL, LEGS",2005-03-21,PAGES:153 & 156 SEX/MNR; 171 INC BRO/SIS,PGS 153 & 156 SEX W/MINOR; 171 INCEST (BRO/SIS),,2005,3,21,tx
"OTHER PLACE, THE","BURTON, JEFF",2017-02-06,"PAGES 1, 3, 7,9 AND 11 SEXUALLY EXPLICIT IMAGES","PGS 1, 3, 7, 9 & 11 SEXUALLY EXPLICIT IMAGES",,2017,2,6,tx
OTHER REALITIES,"UELSMANN, JERRY",2009-01-23,"PG.25,35,93 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 25, 35 & 93 SEXUALLY EXPLICIT IMAGES",,2009,1,23,tx
"OTHER SIDE OF ME, THE","TAVERAS, JENNY",2021-11-01,"PAGES 24, 38, 48, 49 SEX WITH MINOR; PAGE 1 AGE","PAGES 24, 38, 48 & 49 SEX WITH A MINOR (AGE PG 1)",,2021,11,1,tx
"OTHER SIDE OF MIDNIGHT, THE","SHELDON, SIDNEY",2014-05-29,G. 29 RAPE OF A MINOR (AGE ON PG 24),PG 29 RAPE,,2014,5,29,tx
"OTHER SIDE OF MIDNIGHT, THE","SHELDON, SIDNEY",2013-12-19,AGE 48 CONTAINS RAPE,PG 48 RAPE,,2013,12,19,tx
"OTHER SIDE OF MIDNIGHT, THE","SHELDON, SIDNEY",2018-07-18,PAGES 39 & 40 CONTAINS RAPE,PGS 39 & 40 RAPE,,2018,7,18,tx
OTHER SIDE OF THE RAZOR WIRE,"ANDREWS, L.DREW",2022-02-03,"PAGES 119, 122, 129 HOW TO AVOID DETECTION FROM LAW ENFORCEMENT; PAGE 293-300 RAPE","PAGES 119, 121, 122 & 123 CONTAIN DETAILED INFORMATION ON HOW TO CONCEAL CONTRABAND",,2022,2,3,tx
"OTHER WOMAN, THE","ZACKHEIM, VICTORIA",2010-04-07,EASON D. PAGE 197 CONTAINS THE RAPE OF A CHILD.,PG 197 RAPE OF CHILD,,2010,4,7,tx
OUR BODIES OURSELVES,BOSTON WOMEN'S HEALTH,2013-08-06,"PAGES 214, 405, 419, AND 423 SEXUALLY EXPLICIT IMAGES","PGS 214, 405, 419 & 423 SEXUALLY EXPLICIT IMAGES",,2013,8,6,tx
"OUR BODIES, OURSELVES FOR THE NEW CENTURY",NONE,2022-05-16,"PGS 456, 471, 474, 477, 478, 480, 484, 504, 591, 593, 627, & 628 SEXUA LLY EXPLICIT IMAGES",PAGES 480 & 504 CONTAIN PHOTOS OF A NUDE CHILD,,2022,5,16,tx
"OUR BODIES, OURSELVES: A NEW EDITION FOR A NEW ERA",BOSTON WOMEN'S HEALTH,2005-10-20,REASON F,"PAGES: 408, 457 & 461 SEXUALLY EXPLICIT IMAGES",,2005,10,20,tx
OUR CENTURY IN PICTURES,"STOLLEY, RICHARD B.",2000-04-13,PAGES: 193 PHOTO NUDE CHILD,PG 193 NUDE CHILD,,2000,4,13,tx
OUR FATHER,"FRENCH, MARILYN",2001-11-13,"PAGES: 238, 239, 243, 267, 295/296, 299 & 315 INC (FTR/DTR)","PGS 238, 239, 243, 267, 295, 296, 299 & 315 INCEST (FTR/DTR)",,2001,11,13,tx
OUR FIFTY STATES,"BOCKENHAUER, MARK H.",2007-06-07,PAGE: 183 DETAILED MAP OF TEXAS,PG 183 DETAILED MAP OF TEXAS,,2007,6,7,tx
OUR FRONT PAGES,NONE,2010-12-24,PAGE 103 SEXUALLY EXPLICIT IMAGE,PAGE: 103 SEI,,2010,12,24,tx
OUR GUYS,"LEFKOWITZ, BERNARD",1998-08-20,"PAGES: 223, 261, 279, 282, 284 & 303 RAPE P2 APPEALED 07/31/2009",PAGES 282 & 303 RAPE,,1998,8,20,tx
OUR KINGDOM V5,"KOUJIMA, NADUKI",2021-02-24,"PAGES 14, 56, 152, 188 SEXUALLY EXPLICIT IMAGES","PAGES 14, 56, 152 & 189 SEXUALLY EXPLICIT IMAGES",,2021,2,24,tx
OUR LADY OF PERPETUAL HUNGER,"DONOVAN, LISA",2021-06-03,"PAGES 119, 120 RAPE",PAGES 119 & 120 CONTAINS GRAPHIC DEPICTION OF RAPE,,2021,6,3,tx
OUR LITTLE SECRET,"SHINONOME, RYU",2018-08-24,"PAGES 1, 2, 3 SEXUALLY EXPLICIT IMAGES","PGS 1, 2 & 3 SEXUALLY EXPLICIT IMAGES",,2018,8,24,tx
OUR SEXUALITY 8TH EDITION,"CROOKS, ROBERT",2006-05-26,"PAGES: 242, 243, & 256 SEI","PGS 242, 243 & 256 SEXUALLY EXPLICIT IMAGES",,2006,5,26,tx
OUR SEXUALITY 9TH EDITION,"CROOKS, ROBERT",2009-02-04,"PAGES 250, 258 & 259 SEI","PGS 250, 258 & 259 SEXUALLY EXPLICIT IMAGES",,2009,2,4,tx
OUR TATTOOS V7,"LOCKMAN, BUGSY",2015-12-18,"G.25,26,30,34 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 25, 26, 30 & 34 SEXUALLY EXPLICIT IMAGES",,2015,12,18,tx
OUR TATTOOS-SPECIAL EDITION/VOL.1-5/N1,"LOCKMAN, BUGSY",2015-12-17,"PAGES 10,18,36-38,40,41,57,61,76,93,96,100,110,114,116,117, & 126 CON TAIN SEXUALLY EXPLICIT IMAGES.","PGS 10, 18, 36038, 40, 41, 57 & 61 SEXUALLY EXPLICIT IMAGES",,2015,12,17,tx
OUT OF BOUNDS,"BENEDICT, JEFF",2005-07-12,PAGES: 144 RAPE,PG 144 RAPE,,2005,7,12,tx
